,economy,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
68929,Kenya,2.7288714652921,2,60.0,2,5,1.0,2.0,1,1,1.0,2.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1,2.0,,1,1,1,1.0,2.0,,1,1,1.0,1.0,2,1,2,1.0,1,3.0,3.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,3,3,3,3,,3.0,,1,1,4,4,4,1.0,1,1.0,1,1,1,1.0,2021
68930,Kenya,0.5947913362183,2,24.0,2,1,1.0,1.0,1,1,1.0,1.0,2.0,2,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,1.0,,1,1,1,1.0,2.0,,2,2,1.0,2.0,1,2,1,,1,3.0,1.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,1,4,4,4,4.0,4,1.0,2,1,1,1.0,2021
68931,Kenya,1.31089908956654,2,25.0,2,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,2,,,2,1,2,,,,2,2,,2.0,1,2,1,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,3,2,2.0,2.0,,0,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
68932,Kenya,1.54579078064123,1,50.0,2,4,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,2,,,2,1,2,,,,2,2,1.0,1.0,2,2,1,1.0,2,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,2,1,0.0,2021
68933,Kenya,0.741442275193868,2,28.0,1,4,1.0,1.0,1,1,0.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,,,,,2,,,1,1,2,,,,1,1,,2.0,2,2,2,,1,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,2,1,1,1,4.0,1.0,,1,0,1,4,4,2.0,4,5.0,1,2,1,0.0,2021
68934,Kenya,0.683111222785916,1,65.0,1,1,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,3,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
68935,Kenya,0.852573796800316,1,25.0,2,3,1.0,1.0,1,1,1.0,2.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1,2.0,,1,1,2,,,,1,2,1.0,2.0,2,2,1,,2,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,2,2,2.0,1.0,,1,1,2,4,4,4.0,1,1.0,1,2,1,1.0,2021
68936,Kenya,0.576880775642855,2,26.0,2,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,3,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,3,2,2,2,2.0,2.0,,1,1,2,4,4,2.0,4,3.0,2,1,0,0.0,2021
68937,Kenya,0.367210560389487,2,22.0,2,4,1.0,2.0,1,1,0.0,1.0,2.0,1,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,2.0,,1,1,1,1.0,2.0,,1,1,2.0,2.0,2,2,1,,1,3.0,2.0,2.0,,,,1.0,1.0,,,1,1.0,2.0,2.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,2,2,4.0,2.0,,1,1,4,4,4,4.0,1,1.0,1,1,1,1.0,2021
68938,Kenya,0.675493791921197,2,21.0,2,2,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,2.0,1.0,1.0,2.0,2,,,1,1,2,,,,2,2,2.0,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,1.0,2.0,,,1,2.0,2.0,1.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,3,2,4.0,2.0,,1,1,1,4,4,4.0,1,5.0,1,1,1,0.0,2021
68939,Kenya,1.65888284439691,1,63.0,2,3,1.0,1.0,1,1,0.0,1.0,1.0,2,,,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2,,,2,1,2,,,,2,2,,2.0,2,2,2,,1,2.0,2.0,1.0,1.0,,,2.0,,,,1,2.0,1.0,2.0,,,1,2.0,1.0,2.0,,,2.0,2,1,1.0,2.0,,,2.0,,,,,,2,3,2,1,1.0,1.0,,0,0,1,4,1,4.0,1,1.0,1,2,1,0.0,2021
68940,Kenya,0.347088756628994,2,30.0,3,2,1.0,1.0,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,2.0,,1,1,1,1.0,2.0,,1,1,2.0,2.0,2,1,2,,3,2.0,2.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,2,2.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,1,1,1.0,2021
68941,Kenya,0.474721239011473,2,39.0,2,4,2.0,2.0,1,1,1.0,2.0,2.0,1,2.0,,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2,,,2,2,2,,,,2,2,2.0,2.0,2,2,2,,2,2.0,1.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,1,4.0,2.0,,0,0,4,4,4,4.0,2,1.0,1,1,1,0.0,2021
68942,Kenya,0.711084416497072,2,27.0,2,4,2.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,2,,,,2,2,2.0,2.0,1,1,1,,6,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,3,4,3,,1.0,,0,1,4,4,4,4.0,4,5.0,1,2,1,1.0,2021
68943,Kenya,0.485985777518479,1,22.0,2,5,1.0,2.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,2.0,2.0,2.0,2.0,2,,,2,1,2,,,,2,2,2.0,2.0,2,2,1,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,2.0,,0,1,4,4,4,4.0,4,5.0,1,2,1,0.0,2021
68944,Kenya,0.579483507914225,1,27.0,1,2,1.0,2.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,2.0,1.0,2,,,2,1,2,,,,2,2,2.0,2.0,2,2,1,,2,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2,,,,,,1,2.0,2.0,1.0,,,1.0,1,2,2.0,1.0,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,1,1,4,4.0,4,1.0,1,2,1,0.0,2021
68945,Kenya,2.12652056106992,1,19.0,2,2,2.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,,,,,,,2.0,1.0,2.0,1.0,1,1.0,,2,1,2,,,,2,2,2.0,1.0,1,2,1,1.0,4,2.0,1.0,2.0,,,,1.0,1.0,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,2,2,2,2,4.0,3.0,,1,1,4,3,4,4.0,4,1.0,1,2,1,1.0,2021
68946,Kenya,0.341817240980233,2,25.0,2,5,1.0,2.0,1,1,1.0,2.0,2.0,1,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,1.0,,1,1,1,1.0,2.0,,1,2,1.0,2.0,1,2,1,,2,1.0,2.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,2.0,1.0,2.0,,,1.0,2,2,,,,,2.0,,,,,,1,2,2,3,3.0,2.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,2021
68947,Kenya,1.01591958797244,2,27.0,2,5,1.0,2.0,1,1,1.0,1.0,1.0,1,2.0,,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,,,1,1,1,1.0,2.0,,2,2,1.0,1.0,1,2,1,1.0,6,3.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,1.0,1.0,1.0,,,1.0,1,1,2.0,1.0,,,1.0,1.0,1.0,1.0,,,3,3,3,3,,3.0,,1,1,1,1,1,1.0,1,1.0,1,1,1,1.0,2021
68948,Kenya,0.792313970791923,1,35.0,1,3,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,2,,,2,1,2,,,,2,2,,1.0,2,1,2,2.0,3,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,3,2,1,1,4.0,1.0,,1,1,4,3,4,4.0,4,5.0,1,2,0,0.0,2021
68949,Kenya,1.25441101271556,2,26.0,2,3,1.0,1.0,1,1,1.0,1.0,1.0,1,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,2.0,,2,2,1.0,1.0,2,2,2,2.0,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,1.0,2.0,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,0,1,4,4,4.0,1,5.0,1,1,1,1.0,2021
68950,Kenya,0.948929115180107,1,30.0,2,4,1.0,2.0,1,1,1.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,,,1,1,2,,,,2,1,2.0,1.0,2,2,1,1.0,3,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,1,1,2,2,4.0,1.0,,1,1,4,4,4,1.0,1,1.0,1,1,1,0.0,2021
68951,Kenya,1.15912215877177,1,46.0,2,1,1.0,2.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,1,3.0,2.0,,1,1,2.0,1.0,2,2,2,2.0,2,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,4,4,4,4.0,1,1.0,1,1,1,1.0,2021
68952,Kenya,1.86196859153871,2,21.0,2,2,1.0,2.0,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,2,,,,2,1,1.0,2.0,2,2,1,,4,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,2.0,2.0,,,1,2.0,2.0,1.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,1,4,4,4.0,1,1.0,1,2,1,1.0,2021
68953,Kenya,0.597648899244174,2,35.0,2,5,1.0,2.0,1,1,1.0,2.0,2.0,1,2.0,,2.0,1.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,,,2,1,2,,,,2,2,1.0,2.0,1,1,1,,2,3.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,2.0,,,2,,,,,,,2,2,,,,,1.0,2.0,2.0,1.0,,,1,1,1,1,4.0,1.0,,1,1,4,4,4,1.0,1,2.0,1,2,1,0.0,2021
68954,Kenya,1.48359750592266,1,46.0,1,2,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,2,,,1,2,2,,,,2,2,,2.0,2,2,1,,3,1.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,4,4,4,4.0,4,4.0,1,2,0,0.0,2021
68955,Kenya,0.906823194339275,1,59.0,1,1,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,2.0,2.0,2.0,1.0,2,,,1,2,2,,,,2,2,2.0,1.0,2,2,1,2.0,5,1.0,1.0,1.0,1.0,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,3,1,4.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,2,1,0.0,2021
68956,Kenya,0.435882724483758,2,25.0,2,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,2,,,2,2,2,,,,1,2,,1.0,2,1,1,1.0,5,3.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,1.0,,1,1,2,4,4,4.0,4,3.0,1,2,0,0.0,2021
68957,Kenya,0.351807735631037,1,27.0,2,3,1.0,2.0,1,1,1.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,,,1,1,2,,,,2,2,2.0,1.0,2,1,1,1.0,4,1.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,3,3.0,1.0,,1,1,4,4,4,4.0,4,5.0,1,1,1,0.0,2021
68958,Kenya,0.959259083751281,1,40.0,1,2,1.0,1.0,1,1,0.0,,,1,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,1.0,1.0,2,1,1,1.0,5,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,1.0,2.0,,,1,1,3,2,4.0,2.0,,1,1,4,4,4,1.0,4,5.0,2,2,1,0.0,2021
68959,Kenya,1.52831947706679,1,35.0,3,5,1.0,2.0,1,1,1.0,,,1,2.0,,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2,,,1,1,2,,,,2,2,2.0,2.0,1,2,1,,3,2.0,2.0,2.0,,,,2.0,,,,1,2.0,1.0,2.0,,,1,2.0,1.0,1.0,,,1.0,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,1,4,4,4.0,1,5.0,1,1,1,0.0,2021
68960,Kenya,0.653699492715762,2,26.0,2,5,1.0,2.0,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1,1.0,,1,2,2,,,,2,2,1.0,2.0,1,1,1,,5,1.0,2.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,2.0,1.0,2.0,,,1.0,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,2,1,1,1,3.0,1.0,,1,1,1,3,4,4.0,1,1.0,1,1,1,1.0,2021
68961,Kenya,0.842447463451886,1,52.0,1,1,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,2.0,1.0,1.0,1.0,2,,,1,1,2,,,,2,2,1.0,1.0,2,2,1,1.0,2,1.0,1.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,2,1,0.0,2021
68962,Kenya,0.462298648496554,2,19.0,2,1,2.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,2,2,1,1.0,2.0,,2,2,1.0,2.0,2,2,1,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,1,3,1,4.0,3.0,,1,1,4,4,4,4.0,4,5.0,1,1,1,1.0,2021
68963,Kenya,0.341817240980233,1,26.0,1,3,1.0,2.0,1,1,1.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1,2.0,,1,1,2,,,,2,2,1.0,2.0,1,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,1.0,1.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,4,4,4,4.0,1,5.0,1,2,1,1.0,2021
68964,Kenya,0.932578223075638,1,18.0,2,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,3,1,1,1,4.0,1.0,,0,0,4,3,4,4.0,2,5.0,2,2,0,0.0,2021
68965,Kenya,1.13438819300006,1,34.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2,,,2,2,2,,,,1,2,,1.0,1,2,2,1.0,1,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,3,2,1,4.0,2.0,,1,1,4,4,4,2.0,2,5.0,2,1,0,0.0,2021
68966,Kenya,0.367210560389487,2,21.0,2,5,1.0,1.0,1,1,1.0,2.0,1.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,2.0,,2,1,1.0,1.0,2,2,1,1.0,2,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,2.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,2.0,,1,1,4,4,4,4.0,1,1.0,1,1,1,1.0,2021
68967,Kenya,2.52734239035565,1,48.0,1,2,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,2.0,1.0,1.0,2.0,2,,,2,1,2,,,,2,2,2.0,1.0,1,1,1,2.0,2,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,2.0,1.0,,1,1,4,4,4,4.0,4,1.0,1,2,1,0.0,2021
68968,Kenya,0.953803613068927,2,42.0,2,4,1.0,1.0,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,2.0,1.0,2,,,2,1,2,,,,2,2,1.0,2.0,2,2,2,,3,3.0,2.0,2.0,,,,1.0,2.0,1.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,1.0,2.0,,,2,2,2,2,3.0,1.0,,1,1,4,4,4,1.0,4,3.0,1,1,1,0.0,2021
68969,Kenya,0.800496164894406,1,17.0,1,4,1.0,2.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,1.0,1.0,1.0,2.0,2,,,2,1,2,,,,1,2,2.0,2.0,2,2,1,,8,,,2.0,,,,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,1,1,1,3,1.0,1.0,,1,1,4,4,4,1.0,4,1.0,2,2,1,0.0,2021
68970,Kenya,1.8780407061181,1,18.0,2,4,1.0,2.0,1,1,1.0,1.0,2.0,2,,,1.0,1.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2,,,2,1,1,1.0,2.0,,2,2,1.0,1.0,2,2,1,2.0,3,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,1,2,1.0,2.0,,,2.0,,,,,,2,1,1,1,4.0,1.0,,1,1,2,1,4,4.0,4,5.0,1,1,1,1.0,2021
68971,Kenya,0.40096800007329,1,27.0,2,1,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,2.0,1.0,1.0,1.0,2,,,2,1,1,2.0,2.0,,2,2,2.0,1.0,1,2,1,1.0,5,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,2,2,1,1,4.0,2.0,,1,1,4,4,4,1.0,4,2.0,1,2,1,0.0,2021
68972,Kenya,0.82297304218278,2,30.0,2,4,1.0,2.0,1,1,0.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1,2.0,,1,1,1,1.0,1.0,,2,2,2.0,2.0,1,1,1,,4,2.0,1.0,1.0,1.0,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,1.0,,0,1,1,4,4,4.0,4,1.0,1,2,1,1.0,2021
68973,Kenya,1.15477552293653,2,43.0,2,5,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,1,1.0,6,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,1,2,4,4,4.0,4,1.0,2,2,0,0.0,2021
68974,Kenya,0.364692877198614,1,27.0,3,5,1.0,1.0,1,1,1.0,2.0,2.0,1,2.0,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2,,,1,1,2,,,,2,1,1.0,1.0,2,2,2,2.0,1,3.0,2.0,2.0,,,,1.0,1.0,,,1,2.0,1.0,2.0,,,1,1.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,3,3,3,,2.0,,1,0,1,4,4,4.0,1,1.0,1,2,1,0.0,2021
68975,Kenya,0.950214738508179,2,29.0,1,5,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,1,1.0,2.0,,1,2,1.0,1.0,2,2,2,1.0,5,3.0,3.0,1.0,2.0,1.0,1.0,2.0,,,,1,2.0,1.0,2.0,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,1.0,,,3,2,2,2,2.0,2.0,,1,1,4,4,4,1.0,1,2.0,1,1,1,1.0,2021
