,economy,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
85789,Mexico,1.3369126501938,1,24.0,2,1,1.0,1.0,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,2.0,1.0,2.0,,,,,,2,2,2,2,2.0,2.0,,0,0,4,1,4,4.0,2,5.0,1,1,1,0.0,2022
85790,Mexico,0.935592450674141,1,50.0,1,1,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
85791,Mexico,0.572235287846475,1,58.0,2,1,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2022
85792,Mexico,0.69007276695688,1,20.0,2,3,2.0,2.0,1,1,0.0,2.0,1.0,2,,,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,1,2,2,,,,2,2,,2.0,2,2,2,,2,4.0,4.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,2,,2.0,,0,0,4,4,4,4.0,4,5.0,1,1,1,0.0,2022
85793,Mexico,1.39124463735326,2,51.0,3,5,1.0,2.0,1,1,1.0,,,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,1.0,,2,2,2.0,2.0,1,2,1,,4,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,2.0,1,1.0,1.0,1.0,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,2,2,1.0,2.0,,0,1,1,4,4,4.0,1,1.0,1,1,1,1.0,2022
85794,Mexico,0.956338895423661,1,38.0,2,3,1.0,2.0,1,1,0.0,1.0,2.0,2,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,2.0,1,1,1,,1,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,1.0,,,1,2.0,2.0,2.0,2.0,1.0,1.0,2,2,,,,,2.0,,,,,,3,2,2,2,2.0,2.0,,0,1,1,4,4,4.0,1,1.0,1,2,1,0.0,2022
85795,Mexico,0.303108230659706,1,42.0,2,3,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,8,,,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,1.0,2.0,,0,0,4,4,4,4.0,2,5.0,1,1,0,0.0,2022
85796,Mexico,1.07951359688347,1,39.0,2,2,1.0,2.0,1,1,0.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,1,,6,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,2,2,3.0,2.0,,0,1,1,4,4,4.0,2,5.0,1,1,1,0.0,2022
85797,Mexico,1.30469568048892,1,16.0,2,2,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2,,,,,,1,2.0,2.0,2.0,2.0,2.0,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,2,2,2,2,4.0,2.0,,1,0,3,3,4,4.0,4,4.0,1,2,0,0.0,2022
85798,Mexico,2.97323518932863,2,40.0,3,2,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,2.0,,1,0,2,4,4,4.0,2,5.0,1,1,0,0.0,2022
85799,Mexico,0.634802488575285,1,18.0,2,4,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,1.0,2.0,,,,2.0,,,,1,2.0,1.0,1.0,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,1,2.0,2.0,,1,0,4,4,4,4.0,1,5.0,1,2,0,0.0,2022
85800,Mexico,1.35904448447523,1,41.0,2,3,1.0,2.0,1,1,0.0,2.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,1,2,,,,2,2,,1.0,1,1,1,2.0,2,1.0,1.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,1,4.0,1.0,,1,1,4,4,4,4.0,2,1.0,1,1,1,0.0,2022
85801,Mexico,0.659819043598473,1,31.0,2,1,1.0,2.0,1,1,1.0,1.0,2.0,2,,,1.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,2,,,2,1,1,1.0,1.0,,2,2,2.0,2.0,1,2,2,,3,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,2.0,1.0,2.0,,,,,,1,1,2,3,1.0,1.0,,1,1,4,1,4,4.0,2,2.0,1,1,1,1.0,2022
85802,Mexico,0.641937728988095,2,57.0,1,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,3,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
85803,Mexico,1.05937379480372,2,81.0,1,4,1.0,1.0,1,1,0.0,,,1,2.0,,3.0,2.0,2.0,,,,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,3,2,3,1.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
85804,Mexico,0.966990838035821,2,19.0,2,2,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,1,2.0,2.0,,1,0,4,4,4,4.0,2,5.0,1,1,0,0.0,2022
85805,Mexico,0.893401676944659,1,23.0,2,1,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,1,2,2,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
85806,Mexico,0.381050395138274,1,20.0,2,5,2.0,1.0,1,1,0.0,2.0,2.0,1,1.0,1.0,2.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,1.0,,2,2,2,,,,2,2,,2.0,2,2,1,,2,2.0,2.0,2.0,,,,1.0,1.0,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,4,4,4,4.0,2,1.0,1,1,1,1.0,2022
85807,Mexico,0.384019267353563,1,69.0,1,4,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,2.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2022
85808,Mexico,4.10469961223324,1,23.0,3,1,1.0,1.0,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,1.0,1.0,2.0,1.0,1,1.0,,1,1,1,2.0,2.0,,2,2,1.0,1.0,2,2,2,2.0,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,2,2,4.0,3.0,,1,0,4,4,4,4.0,4,1.0,1,1,1,1.0,2022
85809,Mexico,1.23220329578732,1,34.0,1,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
85810,Mexico,0.384049149842394,2,22.0,2,5,1.0,2.0,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1.0,2,2,2,2.0,1,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,2.0,,,,,,2,2,3,2,4.0,2.0,,1,0,4,1,4,4.0,2,5.0,1,1,1,0.0,2022
85811,Mexico,1.79612963970632,1,38.0,3,5,1.0,2.0,1,1,0.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,2.0,,1,1,1,1.0,1.0,,2,1,,2.0,2,1,2,,1,2.0,2.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,1,4,4,4.0,4,5.0,1,1,1,1.0,2022
85812,Mexico,1.10802919573158,1,35.0,2,2,1.0,1.0,1,1,0.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,1.0,,2,2,2,,,,2,2,,2.0,2,2,1,,3,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,1,1,1,4,4,4.0,4,5.0,1,1,1,1.0,2022
85813,Mexico,0.515665335917041,1,31.0,2,3,1.0,2.0,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,1,1.0,,1,1,1,1.0,2.0,,2,2,2.0,2.0,2,2,2,,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1,1.0,1.0,1.0,,,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,1.0,,0,0,1,4,4,4.0,1,4.0,4,1,1,1.0,2022
85814,Mexico,0.430328832276108,1,49.0,1,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,7,,,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,2,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2022
85815,Mexico,1.92106737082534,1,35.0,3,5,1.0,2.0,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1,2.0,,1,1,1,1.0,2.0,,1,1,2.0,2.0,2,2,1,,1,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,1.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,2,2,3,3,1.0,2.0,,1,1,1,4,4,4.0,1,1.0,1,1,1,1.0,2022
85816,Mexico,0.762100790276547,1,18.0,2,2,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2022
85817,Mexico,0.379041947123449,2,32.0,2,5,1.0,2.0,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,1,1.0,2.0,,2,2,2.0,1.0,1,2,1,1.0,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,1.0,2.0,,,1.0,2,2,,,,,2.0,,,,,,2,2,3,3,1.0,2.0,,1,1,1,4,4,4.0,4,5.0,1,1,1,1.0,2022
85818,Mexico,1.65663088049458,1,65.0,1,1,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,2,1,1,2.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,1,0,0.0,2022
85819,Mexico,1.0733203217757,1,40.0,2,1,1.0,2.0,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,1,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,1,2.0,2.0,,1,1,4,4,4,4.0,4,5.0,1,1,0,0.0,2022
85820,Mexico,0.607352292141394,2,58.0,1,1,1.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,2.0,1.0,,1,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2022
85821,Mexico,1.69654085548467,2,15.0,2,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,2.0,,,,2,,,,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,1,2,1,4.0,2.0,,0,0,2,4,4,4.0,4,5.0,1,1,0,0.0,2022
85822,Mexico,0.59745792015465,1,29.0,2,1,2.0,1.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,4,4.0,2,5.0,4,4,0,0.0,2022
85823,Mexico,1.90366751871527,2,19.0,2,4,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2022
85824,Mexico,0.339761121118807,1,38.0,2,3,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,4.0,2.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,0,0,4,4,4,4.0,4,5.0,2,1,0,0.0,2022
85825,Mexico,4.10469961223324,2,39.0,3,1,1.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,6,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,2,4,4,4.0,2,5.0,1,1,0,0.0,2022
85826,Mexico,0.303108230659706,1,48.0,2,5,2.0,2.0,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,2,2,,1,3.0,3.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,0,4,4,4,4.0,4,5.0,1,2,0,0.0,2022
