,economy,wgt,female,age,educ,inc_q,emp_in,urbanicity_f2f,account,account_fin,account_mob,fin1_1a,fin1_1b,fin2,fin4,fin4a,fin5,fin6,fin7,fin8,fin8a,fin8b,fin9,fin9a,fin10,fin10_1a,fin10_1b,fin10_1c,fin10_1d,fin10_1e,fin10a,fin10b,fin11_1,fin11a,fin11b,fin11c,fin11d,fin11e,fin11f,fin11g,fin11h,fin13_1a,fin13_1b,fin13_1c,fin13_1d,fin13_1e,fin13_1f,fin13a,fin13b,fin13c,fin13d,fin14_1,fin14_2,fin14_2_China,fin14a,fin14a1,fin14b,fin14c,fin14c_2,fin14c_2_China,fin16,fin17a,fin17a1,fin17b,fin20,fin22a,fin22b,fin22c,fin24,fin24a,fin24b,fin26,fin27_1,fin27c1,fin27c2,fin28,fin29_1,fin29c1,fin29c2,fin30,fin31a,fin31b,fin31b1,fin31b1_China,fin31c,fin32,fin33,fin34a,fin34b,fin34d,fin34e,fin35,fin37,fin38,fin39a,fin39b,fin39d,fin39e,fin42,fin42a,fin43a,fin43b,fin43d,fin43e,fin44a,fin44b,fin44c,fin44d,fin45,fin45_1,fin45_1_China,saved,borrowed,receive_wages,receive_transfers,receive_pension,receive_agriculture,pay_utilities,remittances,mobileowner,internetaccess,anydigpayment,merchantpay_dig,year
105687,Philippines,3.59034181995605,1,15.0,1,3,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,0,4,4,4,4.0,4,5.0,1,1,0,0.0,2021
105688,Philippines,0.410569325700321,1,20.0,2,2,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,1,1,2.0,1.0,,1,1,4,3,4,4.0,2,5.0,1,1,0,0.0,2021
105689,Philippines,0.1705359775684,1,24.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2,1.0,,1,1,1,2.0,1.0,,1,1,,2.0,2,2,2,,1,3.0,3.0,1.0,1.0,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,1.0,,,2.0,2,2,,,,,2.0,,,,,,2,3,3,3,,2.0,,1,0,1,4,4,4.0,2,1.0,1,1,1,1.0,2021
105690,Philippines,0.731527183112924,1,48.0,2,2,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,1,,6,1.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,1,1,1,1,1.0,1.0,,0,1,4,2,4,4.0,2,5.0,1,1,0,0.0,2021
105691,Philippines,0.330393101368478,1,41.0,2,3,1.0,,1,1,0.0,2.0,2.0,1,2.0,,1.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,1,1,,2.0,2,2,1,,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,3,3,1.0,2.0,,1,1,4,4,4,2.0,4,2.0,1,1,1,0.0,2021
105692,Philippines,1.11824606766372,1,23.0,2,4,2.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,2.0,2.0,2.0,1.0,1,1.0,,1,2,1,2.0,1.0,,2,2,2.0,2.0,2,2,1,,2,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,2,1,2.0,2.0,,0,1,4,4,4,4.0,4,2.0,1,1,1,1.0,2021
105693,Philippines,1.00234809255587,2,30.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,1.0,,1,1,1,3.0,1.0,,1,1,2.0,2.0,1,2,1,,1,2.0,1.0,2.0,,,,2.0,,,,1,1.0,1.0,1.0,,,1,2.0,1.0,2.0,,,1.0,1,2,2.0,2.0,1.0,,2.0,,,,,,2,2,2,3,2.0,1.0,,1,1,1,2,4,4.0,1,5.0,1,1,1,1.0,2021
105694,Philippines,0.355308916614656,2,26.0,2,3,1.0,,1,1,0.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2,2.0,,1,1,1,2.0,1.0,,2,2,1.0,1.0,1,2,2,1.0,1,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1,1.0,1.0,1.0,,,1,1.0,1.0,2.0,,,2.0,2,2,,,,,1.0,1.0,1.0,2.0,,,2,1,1,2,1.0,2.0,,1,1,1,4,4,1.0,1,2.0,1,1,1,1.0,2021
105695,Philippines,0.324983754435084,2,17.0,2,4,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,1,1,2.0,1.0,,1,2,,2.0,2,2,2,,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,2.0,2.0,,1,0,4,4,4,4.0,4,3.0,1,1,0,0.0,2021
105696,Philippines,1.67864585927849,1,38.0,2,4,2.0,,1,1,0.0,2.0,2.0,1,2.0,,2.0,2.0,2.0,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,1,2,,5,1.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,2,2,2.0,2.0,,1,1,4,4,4,4.0,2,2.0,1,1,0,0.0,2021
105697,Philippines,0.206393065435253,2,29.0,2,5,1.0,,1,1,0.0,,,1,2.0,,2.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1,1.0,,1,1,1,2.0,1.0,,1,2,,1.0,1,2,1,1.0,4,3.0,2.0,1.0,1.0,,,1.0,1.0,,,1,2.0,1.0,1.0,,,1,2.0,1.0,2.0,,,1.0,1,2,2.0,2.0,1.0,,2.0,,,,,,2,2,2,1,2.0,1.0,,1,1,1,2,4,4.0,1,1.0,1,1,1,1.0,2021
105698,Philippines,0.544473199572515,1,38.0,2,4,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,2,2,,2.0,2,2,1,,2,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,1,1,2,2,3.0,1.0,,1,1,2,4,4,4.0,2,2.0,1,1,0,0.0,2021
105699,Philippines,0.458311181137575,2,44.0,2,3,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,1,,2.0,2,2,2,,1,2.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,1,2.0,2.0,,,2.0,2,,,,,,,1,2,2.0,2.0,2.0,2.0,2.0,,,,,,1,1,2,2,4.0,1.0,,1,1,4,3,4,4.0,3,4.0,2,1,0,0.0,2021
105700,Philippines,0.672673456706445,1,36.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,1.0,,1,1,1,1.0,2.0,,1,1,1.0,2.0,1,1,1,,3,2.0,3.0,2.0,,,,2.0,,,,1,1.0,1.0,2.0,,,1,2.0,2.0,2.0,1.0,,,2,2,,,,,2.0,,,,,,2,2,2,2,1.0,2.0,,1,1,2,4,4,4.0,1,5.0,1,1,1,1.0,2021
105701,Philippines,0.202718165080659,1,25.0,3,4,2.0,,1,1,1.0,1.0,2.0,1,2.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2,,,1,2,1,2.0,1.0,,2,2,1.0,2.0,2,1,2,,4,1.0,1.0,1.0,1.0,,,2.0,,,,1,2.0,2.0,,,1.0,1,1.0,1.0,2.0,,,1.0,2,2,,,,,2.0,,,,,,1,1,1,3,2.0,1.0,,1,1,1,4,4,4.0,2,1.0,1,1,1,0.0,2021
105702,Philippines,3.59034181995605,1,15.0,1,1,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,2,0,0.0,2021
105703,Philippines,1.66865350926489,2,38.0,3,5,1.0,,1,1,0.0,1.0,2.0,2,,,2.0,2.0,2.0,,,,1.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,1,2.0,1.0,2.0,,,2.0,2,2,,,,,2.0,,,,,,3,3,2,2,3.0,1.0,,0,0,1,4,4,4.0,2,5.0,1,1,1,0.0,2021
105704,Philippines,2.14529533024626,1,31.0,1,4,1.0,,1,1,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,2.0,1,1.0,,1,1,1,2.0,1.0,,1,2,2.0,2.0,1,2,1,,1,2.0,1.0,1.0,1.0,,,1.0,2.0,2.0,2.0,1,1.0,2.0,1.0,,,1,2.0,2.0,2.0,2.0,2.0,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,1,1,3,4,4,4.0,1,1.0,1,1,1,1.0,2021
105705,Philippines,0.272857564109439,1,19.0,2,2,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,2,2.0,1.0,2.0,,,,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,1.0,1.0,2.0,2.0,1.0,,1,1,2,1,2.0,1.0,,1,1,4,4,4,2.0,2,2.0,1,1,0,0.0,2021
105706,Philippines,0.3445174324122,2,23.0,3,5,1.0,,1,1,1.0,1.0,2.0,1,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,,,1,1,1,2.0,2.0,,1,1,1.0,2.0,2,2,1,,6,3.0,3.0,1.0,1.0,,,1.0,1.0,,,2,,,,,,1,2.0,2.0,2.0,2.0,2.0,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,3,4,4,4.0,4,1.0,1,1,1,0.0,2021
105707,Philippines,0.422106618009291,1,26.0,2,5,1.0,,1,1,0.0,,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1,1.0,,2,2,2,,,,2,2,,2.0,2,2,2,,1,3.0,1.0,1.0,2.0,1.0,2.0,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,3,3,3,3,,3.0,,0,1,4,4,4,4.0,4,3.0,1,2,1,1.0,2021
105708,Philippines,1.04528728925079,2,24.0,2,3,1.0,,1,1,1.0,,,1,2.0,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2,,,2,2,2,,,,1,1,2.0,2.0,1,2,1,,3,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1,1.0,1.0,1.0,,,2,,,,,,,1,2,2.0,2.0,1.0,,2.0,,,,,,2,2,2,2,3.0,2.0,,1,1,4,2,4,4.0,1,2.0,1,1,1,0.0,2021
105709,Philippines,0.706501410061744,2,36.0,3,4,1.0,,1,1,0.0,,,2,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1.0,2,2,2,1.0,5,2.0,1.0,2.0,,,,2.0,,,,1,1.0,2.0,1.0,,,2,,,,,,,1,2,2.0,2.0,1.0,,1.0,1.0,2.0,2.0,1.0,,2,2,3,3,2.0,1.0,,1,1,4,2,4,2.0,1,5.0,1,1,1,0.0,2021
105710,Philippines,2.94246588979472,1,54.0,1,4,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,1,2,,2,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,1,1.0,1.0,,0,1,4,4,4,4.0,2,5.0,1,2,0,0.0,2021
105711,Philippines,2.00848163667442,2,50.0,2,3,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,2,2,1,,3,2.0,1.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,2,1,1,1,2.0,2.0,,1,1,4,4,4,4.0,2,5.0,1,2,0,0.0,2021
105712,Philippines,0.168433105960408,1,21.0,2,3,1.0,,1,1,1.0,1.0,2.0,1,2.0,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,1,2.0,1.0,,1,1,,2.0,1,1,2,,1,1.0,2.0,2.0,,,,1.0,1.0,,,1,2.0,1.0,1.0,,,1,2.0,1.0,2.0,,,2.0,1,2,2.0,1.0,,,2.0,,,,,,2,1,2,3,2.0,1.0,,1,1,1,1,4,4.0,1,1.0,1,1,1,0.0,2021
105713,Philippines,1.02954761957244,1,19.0,2,1,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,2.0,1.0,1.0,2.0,2,,,1,2,1,2.0,2.0,,1,2,2.0,2.0,1,2,1,,2,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,3.0,1.0,,1,1,4,4,4,4.0,2,2.0,1,1,1,0.0,2021
105714,Philippines,0.21821310307254,2,35.0,3,5,1.0,,1,1,1.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1,2.0,,1,1,1,1.0,2.0,,1,1,2.0,2.0,1,2,1,,3,2.0,1.0,1.0,1.0,,,1.0,1.0,,,1,1.0,1.0,2.0,,,1,1.0,1.0,1.0,,,1.0,1,2,1.0,1.0,,,2.0,,,,,,2,2,3,3,1.0,2.0,,1,1,1,1,4,4.0,1,1.0,1,1,1,1.0,2021
105715,Philippines,1.06592674984397,2,32.0,2,4,2.0,,1,1,1.0,1.0,1.0,1,2.0,,1.0,2.0,2.0,,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,,,1,1,1,2.0,1.0,,1,2,1.0,2.0,2,2,2,,6,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,2,2,1.0,1.0,,1,0,4,4,4,4.0,2,2.0,1,1,1,0.0,2021
105716,Philippines,1.33670326208917,1,26.0,1,1,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,1,2,2,,2,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,4.0,1.0,,0,1,4,4,4,4.0,4,5.0,1,2,0,0.0,2021
105717,Philippines,1.3642878205472,1,20.0,2,1,2.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2.0,2,2,2,,1,1.0,1.0,2.0,,,,2.0,,,,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,2,2,2,2,1.0,1.0,,0,0,4,4,4,4.0,4,5.0,2,1,0,0.0,2021
105718,Philippines,1.5782668780068,2,31.0,3,4,1.0,,1,0,1.0,,,2,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,1.0,2.0,2.0,1.0,2,,,2,2,2,,,,1,2,2.0,2.0,2,2,1,,2,3.0,2.0,2.0,,,,2.0,,,,1,2.0,2.0,,,1.0,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,1,1.0,1.0,,1,1,4,4,4,4.0,2,5.0,1,1,1,0.0,2021
105719,Philippines,0.273712883800214,1,19.0,2,2,1.0,,1,1,0.0,1.0,1.0,2,,,2.0,2.0,2.0,,,,2.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2.0,2,2,2,,2,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1,2.0,2.0,,,1.0,2,,,,,,,1,2,1.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,2,1,2,2,3.0,1.0,,1,1,4,1,4,2.0,2,3.0,1,1,1,0.0,2021
105720,Philippines,0.850459274551124,2,37.0,2,2,1.0,,0,0,0.0,,,2,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2.0,1,2,1,,4,1.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,2,,,,,,2,,,,,,,2,2,,,,,2.0,,,,,,1,1,1,2,3.0,1.0,,1,1,4,4,4,4.0,4,4.0,1,1,0,0.0,2021
105721,Philippines,1.12767265482148,1,50.0,3,5,2.0,,1,1,1.0,2.0,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2,2.0,,1,1,1,2.0,1.0,,1,1,1.0,2.0,2,1,2,,1,3.0,3.0,1.0,1.0,,,2.0,,,,1,1.0,1.0,2.0,,,1,1.0,1.0,2.0,,,2.0,2,1,1.0,2.0,,,2.0,,,,,,3,3,3,3,,3.0,,1,1,1,4,1,4.0,1,1.0,1,1,1,1.0,2021
